pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_rade,pl_radj,pl_bmasse,pl_eqt,st_rad,st_mass,st_logg,sy_dist,st_rotp
TRAPPIST-1 b,1,7,Transit,2016,1.510826,1.116,0.322,1.374,706,0.12,0.09,5.24,12.4298888,
TRAPPIST-1 c,1,7,Transit,2016,2.421937,1.097,0.581,1.308,1378,0.12,0.09,5.24,12.4298888,
TRAPPIST-1 d,1,7,Transit,2016,4.049219,0.788,0.874,0.388,1087,0.12,0.09,5.24,12.4298888,
TYC 3667-1280-1 b,1,1,Radial Velocity,2016,26.468,12.8,1.14,1716.282,,6.26,1.87,3.11,477.516,
V830 Tau b,1,1,Radial Velocity,2016,4.927,14,0.153,222.481,298,2,1,,130.111,50.47
WASP-113 b,1,1,Transit,2016,4.54216875,15.793,0.621,150.96925,446,1.61,1.32,4.2,435.156,
WASP-114 b,2,1,Transit,2016,1.5487743,15.009,0.239,562.24127,989,1.43,1.29,4.3,523.337,
WASP-118 b,1,1,Transit,2016,4.0460435,16.141,0.465,163.36462,658,1.7,1.32,4.1,376.658,
WASP-119 b,1,1,Transit,2016,2.49979,15.693,0.276,390.9309,546,1.2,1.02,4.26,302.448,
WASP-120 b,1,1,Transit,2016,3.6112706,16.511,0.413,1541.4755,1129,1.87,1.39,4.04,381.174,
WASP-121 b,1,1,Transit,2016,1.2749255,20.905,0.325,375.99289,1063,1.46,1.35,4.24,269.898,
WASP-123 b,2,1,Transit,2016,2.9776412,14.773,0.192,285.72917,526,1.28,1.17,4.29,197.996,
WASP-124 b,1,1,Transit,2016,3.37265,13.899,0.201,190.698,611,1.02,1.07,4.44,448.637,
WASP-126 b,1,2,Transit,2016,3.28883,10.503,0.202,90.3,429,1.27,1.12,4.28,216.526,
WASP-127 b,2,1,Transit,2016,4.17806203,14.695,0.282,52.3466,526,1.33,0.95,4.18,159.507,
WASP-129 b,2,1,Transit,2016,5.748145,10.424,0.195,317.83,850,0.9,1,4.53,301.462,
WASP-130 b,1,1,Transit,2016,11.55098,9.976,0.138,390.9309,671,0.96,1.04,4.49,172.256,
WASP-131 b,1,1,Transit,2016,5.322023,13.675,0.219,85.8141,1009,1.53,1.06,4.09,200.075,
WASP-132 b,1,1,Transit,2016,7.133521,9.752,0.236,130.3103,978,0.74,0.8,4.61,122.91,
WASP-133 b,1,1,Transit,2016,2.176423,13.563,0.23,368.6828,553,1.44,1.16,4.18,559.084,
WASP-136 b,1,1,Transit,2016,5.215357,15.468,0.249,479.9233,646,2.21,1.41,3.9,275.587,
WASP-138 b,1,1,Transit,2016,3.634433,12.218,0.213,387.7526,858,1.36,1.22,4.25,414.234,
WASP-139 b,2,1,Transit,2016,5.924262,8.967,0.213,37.18611,803,0.8,0.92,4.59,212.472,
WASP-140 b,2,1,Transit,2016,2.2359835,16.141,0.292,775.5052,541,0.87,0.9,4.51,117.598,
WASP-141 b,1,1,Transit,2016,3.310651,13.563,0.227,854.9627,314,1.37,1.25,4.26,516.543,
WASP-142 b,1,1,Transit,2016,2.052868,17.15,0.178,266.9772,1774,1.64,1.33,4.13,730.933,
WASP-157 b,1,1,Transit,2016,3.951623,11.19,0.178,182.43442,730,1.1,1.06,4.38,334.037,
WASP-76 b,2,1,Transit,2016,1.809886,20.512,0.248,292.4036,920,1.73,1.46,4.13,194.459,
WASP-85 A b,2,1,Transit,2016,2.6556777,13.899,0.255,402.05495,799,0.94,1.09,4.5,141.887,
WASP-87 b,2,1,Transit,2016,1.682795,15.524,0.262,692.8694,583,1.63,1.2,4.16,298.392,
WASP-90 b,1,1,Transit,2016,3.916243,18.271,0.229,200.2329,558,1.98,1.55,4.03,466.433,
WASP-92 b,1,1,Transit,2016,2.1746742,16.376,0.235,255.85315,521,1.34,1.19,4.26,575.889,
WASP-93 b,1,1,Transit,2016,2.7325321,17.901,0.328,467.2101,603,1.52,1.33,4.2,370.284,
XO-6 b,1,1,Transit,2016,3.7650007,23.203,0.203,1398.452,1017,1.93,1.47,4.04,235.479,
rho CrB c,1,2,Radial Velocity,2016,102.54,5.38,0.376,25,664,1.36,0.89,4.12,17.4671,
BD+03 2562 b,1,1,Radial Velocity,2017,481.9,12.7,0.252,2034.112,1178,32.35,1.14,1.89,1070.63,
CoRoTID 223977153 b,1,1,Transit,2017,6.71837,6.389,0.249,47.6745,1365,0.79,1.08,4.67,576.683,
GJ 1148 c,1,2,Radial Velocity,2017,532.58,9.71,0.199,68.06,764,0.36,0.34,4.87,11.0143,
GJ 273 b,1,2,Radial Velocity,2017,18.6498,1.51,0.235,2.89,1176,0.29,0.29,4.91,5.921535,
GJ 273 c,1,2,Radial Velocity,2017,4.7234,1.06,0.203,1.18,656,0.29,0.29,4.91,5.921535,
GJ 3138 b,1,3,Radial Velocity,2017,1.22003,1.18,0.098,1.78,864,0.5,0.68,4.63,28.4712,
GJ 3138 c,1,3,Radial Velocity,2017,5.974,1.88,0.177,4.18,752,0.5,0.68,4.63,28.4712,
GJ 3138 d,1,3,Radial Velocity,2017,257.8,3.23,0.359,10.5,1056,0.5,0.68,4.63,28.4712,
GJ 3293 d,1,4,Radial Velocity,2017,48.1345,2.67,0.302,7.6,436,0.4,0.42,4.78,20.1903,
GJ 3293 e,1,4,Radial Velocity,2017,13.2543,1.63,0.213,3.28,1367,0.4,0.42,4.78,20.1903,
GJ 3323 b,1,2,Radial Velocity,2017,5.3636,1.23,0.256,2.02,706,0.12,0.16,,5.37484,
GJ 3323 c,1,2,Radial Velocity,2017,40.54,1.32,0.194,2.31,678,0.12,0.16,,5.37484,
GJ 3942 b,1,1,Radial Velocity,2017,6.905,2.57,0.331,7.14,535,0.61,0.63,4.65,16.9287,
GJ 625 b,1,1,Radial Velocity,2017,14.628,1.49,0.09,2.82,679,0.31,0.3,4.94,6.47249,
GJ 9827 b,1,3,Transit,2017,1.2089819,1.577,0.309,4.91,725,0.6,0.61,4.66,29.661,
GJ 9827 c,1,3,Transit,2017,3.6480957,1.241,0.211,0.84,743,0.6,0.61,4.66,29.661,
GJ 9827 d,1,3,Transit,2017,6.2014698,2.022,0.134,4.04,1050,0.6,0.61,4.66,29.661,
HAT-P-67 b,2,1,Transit,2017,4.8101025,23.371,0.27,108.0622,367,2.55,1.64,3.85,371.686,
HATS-22 b,1,1,Transit,2017,4.7228124,10.682,0.253,870.8542,623,0.69,0.76,4.64,229.518,
HATS-23 b,1,1,Transit,2017,2.1605156,20.849,1.304,467.2101,1460,1.2,1.12,4.33,639.004,
HATS-24 b,1,1,Transit,2017,1.3484978,15.637,0.153,718.2958,1102,1.12,1.07,4.37,494.182,
HATS-50 b,1,1,Transit,2017,3.8297015,12.666,0.17,123.9537,1023,1.12,1.17,4.41,756.742,
HATS-51 b,1,1,Transit,2017,3.3488702,15.805,0.178,244.09344,929,1.44,1.19,4.2,389.57,
HATS-52 b,1,1,Transit,2017,1.36665436,15.491,0.259,711.9392,528,1.05,1.11,4.45,555.134,
HATS-53 b,1,1,Transit,2017,3.8537768,15.02,0.17,189.10885,833,1.1,0.96,4.34,585.77,
HD 106315 b,1,2,Transit,2017,9.55237,2.44,0.186,12.6,852,1.3,1.09,4.25,109.353,
HD 106315 c,1,2,Transit,2017,21.05704,4.35,0.236,15.2,731,1.3,1.09,4.25,109.353,
HD 111591 b,1,1,Radial Velocity,2017,1056.4,12.9,0.58,1398.452,401,8.03,1.94,3.1,114.166,
HD 113996 b,2,1,Radial Velocity,2017,610.2,12.7,0.118,2002.329,1098,25.11,1.49,1.86,116.334,
HD 147379 b,2,1,Radial Velocity,2017,86.78,5.82,0.231,28.55,637,0.63,0.6,4.65,10.7643,
HD 17674 b,1,1,Radial Velocity,2017,623.8,13.9,0.128,276.5121,1133,1.18,0.98,4.34,44.4264,
HD 176986 b,1,2,Radial Velocity,2017,6.4898,2.26,0.077,5.74,1278,0.78,0.79,4.44,27.7843,
HD 176986 c,1,2,Radial Velocity,2017,16.8191,2.98,0.295,9.18,683,0.78,0.79,4.44,27.7843,
HD 177565 b,1,1,Radial Velocity,2017,44.505,4,0.078,15.1,1874,0.97,1,4.39,16.9179,
HD 20794 e,1,4,Radial Velocity,2017,147.02,2.03,0.325,4.77,1069,0.92,0.81,4.46,6.00278,
HD 208897 b,1,1,Radial Velocity,2017,352.7,13.6,0.299,444.962,932,4.98,1.25,3.13,67.4872,
HD 27894 c,1,3,Radial Velocity,2017,36.07,8.24,0.192,51.48846,273,0.89,0.8,4.49,43.8214,
HD 27894 d,1,3,Radial Velocity,2017,5174,12.8,0.374,1721.04945,888,0.89,0.8,4.49,43.8214,
HD 29021 b,1,1,Radial Velocity,2017,1362.3,13.3,0.294,762.792,318,0.85,0.85,4.44,30.9939,
HD 3167 d,1,3,Transit,2017,8.509,2.52,0.147,6.9,1513,0.86,0.86,4.47,47.2899,
HD 34445 c,1,6,Radial Velocity,2017,214.67,8.42,0.253,53.5,1046,1.38,1.07,4.21,46.0907,
HD 34445 d,1,6,Radial Velocity,2017,117.87,6.07,0.204,30.7,713,1.38,1.07,4.21,46.0907,
HD 34445 e,1,6,Radial Velocity,2017,49.175,4.26,0.213,16.8,641,1.38,1.07,4.21,46.0907,
HD 34445 f,1,6,Radial Velocity,2017,676.8,6.88,0.155,37.9,620,1.38,1.07,4.21,46.0907,
HD 34445 g,1,6,Radial Velocity,2017,5700,13.6,0.217,120.6,860,1.38,1.07,4.21,46.0907,
HD 40956 b,1,1,Radial Velocity,2017,578.6,13.2,0.304,858.141,413,8.56,2,3.02,116.593,
HD 42012 b,1,1,Radial Velocity,2017,857.5,13.5,0.118,508.528,750,0.82,0.83,4.45,36.7984,
HD 76920 b,1,1,Radial Velocity,2017,415.4,13,0.232,1249.0719,1296,7.47,1.17,2.94,184.031,
HIP 65426 b,1,1,Imaging,2017,,16.814,0.282,2860.47,1073,1.77,1.96,4.32,108.875,
HIP 67537 b,1,1,Radial Velocity,2017,2556.5,12.4,0.151,3527.913,1767,8.69,2.41,2.85,116.046,
K2-105 b,1,1,Transit,2017,8.2669928,3.59,0.117,30,750,0.97,1.05,4.49,197.989,
K2-107 b,1,1,Transit,2017,3.313959,15.98,0.048,266.9772,578,1.81,1.3,4.04,685.2,
K2-108 b,1,1,Transit,2017,4.733999,5.33,0.174,59.4,510,1.76,1.17,4.02,477.295,
K2-110 b,1,1,Transit,2017,13.86387,2.56,0.144,16.7,270,0.71,0.75,4.61,116.474,
K2-111 b,1,2,Transit,2017,5.3518,1.82,0.126,5.29,208,1.25,0.84,4.25,200.394,
K2-113 b,1,1,Transit,2017,5.817685,12.14,0.296,410.0007,849,1.24,1.04,4.27,635.722,
K2-114 b,1,1,Transit,2017,11.3909344,10.88,0.205,587.9855,737,0.87,0.89,4.51,475.758,
K2-115 b,1,1,Transit,2017,20.272615,12.06,0.19,266.9772,446,0.88,0.95,4.53,413.591,
K2-116 b,1,1,Transit,2017,4.655411,0.69,0.269,0.257,825,0.67,0.69,4.64,49.3855,
K2-117 b,1,2,Transit,2017,1.2916,2.03,0.206,4.78,852,0.51,0.54,4.75,101.632,
K2-117 c,1,2,Transit,2017,5.444017,2.06,0.178,4.9,852,0.51,0.54,4.75,101.632,
K2-118 b,1,1,Transit,2017,50.92092,2.54,0.094,6.99,1048,0.73,0.76,4.53,321.722,
K2-119 b,1,1,Transit,2017,7.727283,2.53,0.204,6.94,784,0.71,0.76,4.62,365.581,
K2-120 b,1,1,Transit,2017,9.562742,2.01,0.333,4.7,685,0.67,0.69,,289.543874,
K2-121 b,1,1,Transit,2017,5.1857539,7.52,0.749,44.1,871,0.67,0.69,4.63,169.398,
K2-122 b,2,1,Transit,2017,2.2193023,1.16,0.123,1.65,816,0.59,0.63,4.69,72.0444,
K2-123 b,1,1,Transit,2017,30.951524,2.76,0.545,8.05,791,0.59,0.62,4.69,161.555,
K2-124 b,1,1,Transit,2017,6.413651,2.9,0.284,8.75,343,0.39,0.39,4.86,140.385,
K2-125 b,1,1,Transit,2017,21.750264,2.18,0.259,5.39,828,0.4,0.49,4.83,124.156,
K2-126 b,1,1,Transit,2017,7.385655,1.97,0.197,4.54,500,0.65,0.69,4.66,102.953,
K2-127 b,1,1,Transit,2017,3.588163,8.37,0.145,52.9,1021,0.66,0.72,4.65,709.999,
K2-128 b,1,1,Transit,2017,5.675819,1.42,0.169,2.6,1309,0.78,0.71,4.7,114.637,
K2-129 b,1,1,Transit,2017,8.239493,1.04,0.236,1.12,802,0.36,0.36,4.87,27.7957,
K2-130 b,1,1,Transit,2017,2.49412,1.25,0.397,2.1,614,0.74,0.7,4.62,118.011,
K2-131 b,1,1,Transit,2017,0.36931,1.7,0.424,6.3,1002,0.75,0.84,4.61,152.509,
K2-132 b,1,1,Transit,2017,9.1751,14.572,0.163,155.7367,1111,3.85,1.08,3.3,609.818,
K2-133 b,1,4,Transit,2017,3.07133,1.34,0.212,2.36,957,0.46,0.46,4.77,75.1703,
K2-133 c,1,4,Transit,2017,4.86784,1.603,0.228,3.2,609,0.46,0.46,4.77,75.1703,
K2-133 d,1,4,Transit,2017,11.02454,2.003,0.165,4.67,926,0.46,0.46,4.77,75.1703,
K2-136 b,2,3,Transit,2017,7.975292,0.99,0.259,0.937,1810,0.66,0.74,4.66,59.2474,
K2-136 c,2,3,Transit,2017,17.307137,2.91,0.906,8.8,963,0.66,0.74,4.66,59.2474,
K2-136 d,2,3,Transit,2017,25.575065,1.45,0.281,2.7,1655,0.66,0.74,4.66,59.2474,
K2-137 b,1,1,Transit,2017,0.179715,0.89,0.187,158.915,1730,0.44,0.46,4.82,98.8765,
K2-138 b,1,6,Transit,2017,2.35309,1.51,0.178,3.1,632,0.86,0.94,4.54,202.585,
K2-138 c,1,6,Transit,2017,3.56004,2.299,0.104,6.31,788,0.86,0.94,4.54,202.585,
K2-138 d,1,6,Transit,2017,5.40479,2.39,0.357,7.92,644,0.86,0.94,4.54,202.585,
K2-138 e,1,6,Transit,2017,8.26146,3.39,0.287,12.97,674,0.86,0.94,4.54,202.585,
K2-138 f,1,6,Transit,2017,12.75758,2.904,0.202,1.63,564,0.86,0.94,4.54,202.585,
K2-139 b,1,1,Transit,2017,28.380619,9.11,0.127,123.00021,1740,0.88,0.96,4.54,153.856,
K2-140 b,1,1,Transit,2017,6.569188,13.563,0.23,295.58042,1246,1.06,0.96,4.4,347.917,
K2-18 c,1,2,Radial Velocity,2017,8.962,2.65,0.136,7.51,1117,0.41,0.36,4.79,38.0266,
KELT-11 b,1,1,Transit,2017,4.7361,15.132,1.24,54.34893,,2.69,1.44,3.7,99.1596,
KELT-12 b,1,1,Transit,2017,5.031623,19.952,0.264,301.9385,1507,2.37,1.59,3.89,368.03,
KELT-16 b,2,1,Transit,2017,0.9689951,15.861,0.211,874.0325,574,1.36,1.21,4.25,444.586,
KELT-18 b,2,1,Transit,2017,2.8717518,17.598,0.222,375.0394,974,1.91,1.52,4.06,321.376,
KELT-19 A b,2,1,Transit,2017,4.6117093,21.409,0.174,1293.5681,819,1.83,1.62,4.13,300.276,
KELT-20 b,1,1,Transit,2017,3.4741085,19.515,0.07,1074.90106,2078,1.56,1.76,4.29,136.426,
KELT-9 b,2,1,Transit,2017,1.4811235,21.196,0.185,915.3504,831,2.36,2.52,4.09,204.455,
KIC 5095269 b,2,1,Eclipse Timing Variations,2017,237.68977,12.6,0.242,2445.06619,588,1.17,1.21,4.32,1188.54,
Kepler-150 f,1,5,Transit,2017,637.2093,3.64,0.278,12.9,1569,0.91,0.97,4.51,891.092,
Kepler-1649 b,1,2,Transit,2017,8.689099,1.017,0.314,1.03,616,0.23,0.2,5,92.1913,
Kepler-1650 b,1,1,Transit,2017,1.53818001,0.96,0.145,0.84,871,0.33,0.33,4.86,134.397,
Kepler-1651 b,2,1,Transit,2017,9.87863917,1.84,0.223,4.04,513,0.5,0.52,4.84,66.4074,
Kepler-1652 b,1,1,Transit,2017,38.09722,1.6,0.25,3.19,699,0.38,0.4,4.88,252,
Kepler-1653 b,1,1,Transit,2017,140.2524,2.17,0.229,5.35,649,0.69,0.72,4.62,755,
Kepler-19 d,1,3,Radial Velocity,2017,62.95,5.06,0.274,22.5,678,0.86,0.94,4.51,218.562,
Kepler-448 c,1,2,Transit Timing Variations,2017,2500,12,0.194,6992.26,530,1.4,1.5,4.31,399.398,
Kepler-80 g,1,6,Transit,2017,14.64558,1.13,0.232,1.51,917,0.68,0.83,4.64,369.451,
Kepler-90 i,1,8,Transit,2017,14.44912,1.32,0.237,2.3,1406,1.29,1.12,4.27,848.254,
LHS 1140 b,1,2,Transit,2017,24.73694,1.635,0.232,6.38,593,0.21,0.19,5.06,14.9861,
MASCARA-1 b,1,1,Transit,2017,2.14878,16.814,0.214,1175.971,1133,2.1,1.72,4,182.273,
MOA-2012-BLG-006L b,1,1,Microlensing,2017,,12.6,0.422,2700,516,,0.49,,5300,
MOA-2012-BLG-505L b,1,1,Microlensing,2017,,2.48,0.241,6.7,790,,0.1,,7210,
MOA-2016-BLG-227L b,1,1,Microlensing,2017,,13.2,0.431,890,1243,,0.29,,6500,
MXB 1658-298 b,2,1,Eclipse Timing Variations,2017,760,12,0.262,7532.571,602,,1.98,,,
NGC 2682 Sand 978 b,1,1,Radial Velocity,2017,511.21,13.3,1.176,692.8694,1219,21.02,1.37,1.8,821.918,
NGTS-1 b,1,1,Transit,2017,2.647298,14.908,0.24,258.07796,1012,0.57,0.62,4.71,218.121,
OGLE-2013-BLG-0132L b,1,1,Microlensing,2017,,11.6,0.223,92,529,,0.54,,3900,
OGLE-2013-BLG-1721L b,1,1,Microlensing,2017,,14.1,0.583,200,1023,,0.46,,6300,
OGLE-2016-BLG-0263L b,1,1,Microlensing,2017,,13,0.151,1300,822,,0.13,,6500,
OGLE-2016-BLG-0613L AB b,2,1,Microlensing,2017,,13,0.218,1330,1070,,0.72,,3410,
OGLE-2016-BLG-1190L b,1,1,Microlensing,2017,1224,12.3,0.271,4253,396,,0.88,,6770,
OGLE-2016-BLG-1195L b,1,1,Microlensing,2017,,1.11,0.48,1.43,1015,,0.08,,3910,
PSR B0329+54 b,1,1,Pulsar Timing,2017,10140,1.22,0.459,1.97,833,,1.44,,504.9331206,
PSR J2322-2650 b,1,1,Pulsar Timing,2017,0.322964,13.9,0.269,252.64307,677,,1.4,,230,
Qatar-3 b,1,1,Transit,2017,2.5079204,12.285,0.21,1369.8473,1280,1.27,1.15,4.29,735.601,
Qatar-4 b,1,1,Transit,2017,1.8053564,12.722,0.089,1938.763,941,0.85,0.9,4.53,329.036,
Qatar-5 b,1,1,Transit,2017,2.8792319,12.408,1.24,1373.0256,,1.08,1.13,4.43,367.658,
Qatar-6 b,2,1,Transit,2017,3.506195,11.904,0.216,212.31044,1147,0.72,0.82,4.64,100.848,
Ross 128 b,1,1,Radial Velocity,2017,9.8658,1.11,0.275,1.4,489,0.2,0.17,5.05,3.37454,
TAP 26 b,1,1,Radial Velocity,2017,10.79,13.5,0.658,527.5978,753,1.17,1.04,4.5,121.402,
TRAPPIST-1 e,1,7,Transit,2017,6.101013,0.92,0.176,0.692,1332,0.12,0.09,5.24,12.4298888,
TRAPPIST-1 f,1,7,Transit,2017,9.20754,1.045,0.3,1.039,812,0.12,0.09,5.24,12.4298888,
TRAPPIST-1 g,1,7,Transit,2017,12.352446,1.129,0.944,1.321,1579,0.12,0.09,5.24,12.4298888,
TRAPPIST-1 h,1,7,Transit,2017,18.772866,0.755,1.084,0.326,1539,0.12,0.09,5.24,12.4298888,
TYC 4282-00605-1 b,1,1,Radial Velocity,2017,101.54,12.4,0.314,3426.2074,518,16.21,0.97,2,464.128,
WASP-105 b,1,1,Transit,2017,7.87288,10.761,0.871,572.094,1005,0.9,0.89,4.2,169.272,
WASP-107 b,1,2,Transit,2017,5.7214742,10.536,0.258,30.5,536,0.67,0.68,4.63,64.7414,
WASP-151 b,1,1,Transit,2017,4.533471,12.666,0.2,98.5273,779,1.14,1.08,4.35,453.099,
WASP-153 b,1,1,Transit,2017,3.332609,17.374,0.153,123.9537,299,1.73,1.34,4.1,610.176,
WASP-156 b,1,1,Transit,2017,3.836169,5.717,0.531,40.68224,964,0.76,0.84,4.6,122.066,
WASP-167 b,1,1,Transit,2017,2.0219596,17.71,0.186,2542.64,460,1.79,1.59,4.13,423.552,
WASP-53 b,1,2,Transit,2017,3.3098443,12.038,0.277,677.61356,639,0.8,0.84,4.55,201.338,
WASP-53 c,1,2,Radial Velocity,2017,2840,,0.908,5196.5205,600,0.8,0.84,4.55,201.338,
WASP-81 b,1,1,Transit,2017,2.7164762,16.018,0.25,231.69807,914,1.28,1.08,4.26,398.505,
WASP-91 b,1,1,Transit,2017,2.798581,11.545,0.822,425.8922,1021,0.86,0.84,4.3,149.942,
YZ Cet b,1,3,Radial Velocity,2017,1.96876,0.93,0.548,0.75,1234,0.17,0.13,,3.71207,
YZ Cet c,1,3,Radial Velocity,2017,3.06008,1,0.368,0.98,1151,0.17,0.13,,3.71207,
YZ Cet d,1,3,Radial Velocity,2017,4.65627,1.05,0.328,1.14,727,0.17,0.13,,3.71207,
tau Cet e,1,4,Radial Velocity,2017,162.87,1.81,1.259,3.93,554,0.83,0.78,4.52,3.60304,
tau Cet f,1,4,Radial Velocity,2017,636.13,1.81,1.622,3.93,1630,0.83,0.78,4.52,3.60304,
tau Cet g,1,4,Radial Velocity,2017,20,1.18,0.534,1.75,452,0.83,0.78,4.52,3.60304,
tau Cet h,1,4,Radial Velocity,2017,49.41,1.19,0.253,1.83,777,0.83,0.78,4.52,3.60304,
24 Boo b,1,1,Radial Velocity,2018,30.3506,13.9,0.818,289.2253,713,10.64,0.99,2.42,95.9863,
BD+48 740 b,1,1,Radial Velocity,2018,733,13.5,0.732,540.311,1038,10.33,1.09,2.48,666.589,
CoRoT-20 c,1,2,Radial Velocity,2018,1675,12.2,0.233,5403.11,1121,1.37,1.14,4.35,844.061,
DE CVn b,2,1,Eclipse Timing Variations,2018,4098.1,12.4,0.188,3823.2733,265,0.42,0.51,4.8,30.5225,20.09
EPIC 211945201 b,1,1,Transit,2018,19.49221,5.76,1.175,27,453,1.39,1.17,4.22,181.69,
EPIC 246851721 b,2,1,Transit,2018,6.180235,11.781,0.119,953.49,1160,1.59,1.32,4.16,372.632,
EPIC 248847494 b,1,1,Transit,2018,3650,12.442,0.261,4131.79,1221,2.7,0.9,3.52,551.886,
GJ 1132 c,1,2,Radial Velocity,2018,8.929,1.43,0.261,2.64,613,0.21,0.18,5.02,12.613,
GJ 1265 b,1,1,Radial Velocity,2018,3.6511,2.63,0.168,7.4,1174,0.19,0.18,5.09,10.2525,
GJ 15 A c,2,2,Radial Velocity,2018,7600,6.67,0.304,36,487,0.38,0.38,4.87,3.56228,
GJ 317 c,1,2,Radial Velocity,2018,6739.323,13.5,0.304,522.5,521,0.43,0.42,4.82,15.1968,
GJ 3779 b,1,1,Radial Velocity,2018,3.0232,2.75,0.433,8,236,0.28,0.27,5.05,13.743,
GJ 96 b,1,1,Radial Velocity,2018,73.94,4.67,0.221,19.66,905,0.58,0.6,4.67,11.9315,
Gl 686 b,1,1,Radial Velocity,2018,15.53,2.46,0.863,6.624,986,0.43,0.43,4.87,8.15728,
HAT-P-11 c,1,2,Radial Velocity,2018,3407,13.3,0.335,731.009,876,0.68,0.81,4.66,37.7647,
HATS-36 b,1,1,Transit,2018,4.175186,12.92,0.259,1022.14128,720,1.1,1.1,4.4,856.436,
HATS-39 b,1,1,Transit,2018,4.5776348,17.598,0.124,200.2329,992,1.62,1.38,4.16,878.521,
HATS-40 b,1,1,Transit,2018,3.2642736,17.71,0.216,505.3497,1139,2.26,1.56,3.92,1342.29,
HATS-41 b,1,1,Transit,2018,4.193649,14.908,1.477,3082.951,1497,1.71,1.5,4.14,737.668,
HATS-42 b,1,1,Transit,2018,2.292102,15.693,0.76,597.5204,998,1.48,1.27,4.2,800.377,
HATS-43 b,1,1,Transit,2018,4.3888497,13.227,0.75,82.95363,1162,0.81,0.84,4.54,362.273,
HATS-44 b,1,1,Transit,2018,2.7439004,11.96,0.236,177.9848,850,0.85,0.86,4.51,446.035,
HATS-45 b,1,1,Transit,2018,4.1876244,14.415,0.235,222.481,1182,1.31,1.27,4.3,772.11,
HATS-46 b,1,1,Transit,2018,4.7423729,10.122,0.252,54.98459,401,0.85,0.92,4.54,453.808,
HATS-59 b,1,2,Transit,2018,5.416081,12.621,1.088,256.17098,1016,1.04,1.04,4.42,642.884,
HATS-59 c,1,2,Radial Velocity,2018,1422,12.3,0.294,4036.441,1155,1.04,1.04,4.42,642.884,
HATS-60 b,1,1,Transit,2018,3.560829,12.924,0.948,210.40346,472,1.46,1.1,4.15,486.474,
HATS-61 b,1,1,Transit,2018,7.817953,13.395,0.291,1080.622,543,1.66,1.08,4.03,679.761,
HATS-62 b,1,1,Transit,2018,3.2768837,11.825,0.226,56.89157,964,0.93,0.9,4.45,523.067,
HATS-63 b,1,1,Transit,2018,3.0566527,13.529,0.298,305.1168,982,1.07,0.93,4.35,623.232,
HATS-64 b,1,1,Transit,2018,4.908897,18.82,0.319,305.1168,1273,2.11,1.56,3.98,1080.15,
HATS-65 b,2,1,Transit,2018,3.105161,16.825,1.1,260.93843,1219,1.31,1.26,4.3,493.32,
HATS-66 b,1,1,Transit,2018,3.1414391,15.816,0.14,1694.0339,1607,1.84,1.41,4.06,1477.98,
HATS-67 b,1,1,Transit,2018,1.6091788,18.887,1.238,460.8535,1212,1.44,1.44,4.28,960.109,
HATS-68 b,1,1,Transit,2018,3.5862202,13.809,0.194,410.0007,407,1.75,1.35,4.08,603.955,
HATS-69 b,1,1,Transit,2018,2.2252577,10.593,0.113,183.38791,893,0.88,0.89,4.5,414.537,
HD 102329 c,1,2,Radial Velocity,2018,1123,13.5,0.252,483.1016,595,6.3,1.3,3,217.107,
HD 114783 c,1,2,Radial Velocity,2018,4319,14.1,0.318,194.19413,784,0.84,0.85,4.53,21.0628,
HD 116029 c,2,2,Radial Velocity,2018,907,13.7,0.263,403.6441,657,4.6,1.33,3.4,123.245,
HD 126525 b,1,1,Radial Velocity,2018,960.41,10.3,0.261,75.32571,996,0.98,0.9,4.38,37.6506,
HD 13167 b,1,1,Radial Velocity,2018,2613,13.1,0.175,1052.0173,298,2.39,1.35,3.72,148.934,
HD 1397 b,1,1,Transit,2018,11.53533,11.5,0.223,131.89945,530,2.34,1.32,3.82,79.5702,
HD 14787 b,1,1,Radial Velocity,2018,676.6,13.7,0.296,356.28743,775,5.01,1.43,3.23,119.137,
HD 148164 b,1,2,Radial Velocity,2018,328.55,13.7,0.96,390.9309,1078,1.34,1.21,4.16,77.1971,
HD 148164 c,1,2,Radial Velocity,2018,5062,12.8,0.408,1640.0028,1131,1.34,1.21,4.16,77.1971,
HD 156279 c,1,2,Radial Velocity,2018,4191,12.6,0.265,2733.338,1051,0.97,0.93,4.45,36.1945,
HD 158996 b,1,1,Radial Velocity,2018,820.2,12.3,0.289,4449.62,690,50.3,1.8,1.4,283.659,
HD 180053 b,1,1,Radial Velocity,2018,213.72,13.3,0.108,697.31902,1101,4.06,1.75,3.54,137.043,
HD 18015 b,1,1,Radial Velocity,2018,2278,13.1,0.145,1010.6994,750,3.13,1.49,3.64,123.801,
HD 180617 b,2,1,Radial Velocity,2018,105.911,3.53,0.193,12.214,931,0.48,0.48,4.9,5.91059,
HD 203473 b,1,1,Radial Velocity,2018,1552.9,12.6,0.099,2479.074,1156,1.33,1.12,4.09,72.6402,
HD 211810 b,1,1,Radial Velocity,2018,1558,14,0.47,212.9461,456,1.13,1.03,4.26,64.6353,
HD 215152 b,1,4,Radial Velocity,2018,5.75999,1.19,0.225,1.819,938,0.73,0.77,4.4,21.5974,
