pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim
CoRoT-18 b,CoRoT-18,1,1,Transit,2011,CoRoT,1.9000693,0.0000028,-0.0000028,0,14.68,2.02,-2.02,0,1102.82,120.77,-120.77,0,,,,,1550,90,-90,0,0,5440,100,-100,0,1,0.13,-0.13,0,0.95,0.15,-0.15,0,4.4,0.1,-0.1,0
CoRoT-19 b,CoRoT-19,1,1,Transit,2011,CoRoT,3.89713,0.00002,-0.00002,0,14.46,0.34,-0.34,0,352.78,19.07,-19.07,0,,,,,2000,150,-150,0,0,6090,70,-70,0,1.65,0.04,-0.04,0,1.21,0.05,-0.05,0,4.07,0.03,-0.03,0
CoRoT-2 b,CoRoT-2,2,1,Transit,2008,CoRoT,1.7429935,0.000001,-0.000001,0,16.432,0.471,-0.493,0,1102.82,69.92,-69.92,0,,,,,1521,18,-18,0,1,5625,120,-120,0,0.91,0.03,-0.03,0,0.96,0.08,-0.08,0,4.53,0.02,-0.02,0
CoRoT-20 b,CoRoT-20,1,2,Transit,2011,CoRoT,9.24285,0.0003,-0.0003,0,9.416,0.448,-0.448,0,1366.669,63.566,-63.566,0,,,,,1024,16,-16,0,0,5880,90,-90,0,1.02,0.05,-0.05,0,1.14,0.08,-0.08,0,4.35,0.11,-0.14,0
CoRoT-20 c,CoRoT-20,1,2,Radial Velocity,2018,Multiple Observatories,1675,19,-17,0,12.2,,,0,5403.11,317.83,-317.83,0,,,,,,,,,0,4947.5,65.51,-52.5,0,1.37,0.03,-0.04,0,1.14,0.08,-0.08,0,4.35,0.11,-0.14,0
CoRoT-21 b,CoRoT-21,1,1,Transit,2012,CoRoT,2.72474,0.00014,-0.00014,0,14.572,1.569,-1.569,0,718.2958,98.5273,-98.5273,0,,,,,,,,,0,6200,100,-100,0,1.95,0.21,-0.21,0,1.29,0.09,-0.09,0,3.7,0.1,-0.1,0
CoRoT-22 b,CoRoT-22,1,1,Transit,2014,CoRoT,9.75598,0.00011,-0.00011,0,4.88,0.17,-0.39,0,12.2,14,-8.8,0,,,,,885,53,-280,0,0,5939,54,-120,0,1.14,0.04,-0.09,0,1.1,0.05,-0.05,0,4.36,0.07,-0.03,0
CoRoT-23 b,CoRoT-23,1,1,Transit,2011,CoRoT,3.6313,0.0001,-0.0001,0,11.77,1.46,-1.46,0,889.9,95.3,-95.3,0,,,,,1660,,,0,0,5900,100,-100,0,1.61,0.18,-0.18,0,1.14,0.08,-0.08,0,4.3,0.2,-0.2,0
CoRoT-24 b,CoRoT-24,1,2,Transit,2014,CoRoT,5.1134,0.0006,-0.0006,0,3.7,0.4,-0.4,0,5.7,,,1,,,,,1070,140,-140,0,0,4950,150,-150,0,0.86,0.09,-0.09,0,0.91,0.09,-0.09,0,4.55,0.15,-0.15,0
CoRoT-24 c,CoRoT-24,1,2,Transit,2014,CoRoT,11.759,0.0063,-0.0063,0,5,0.5,-0.5,0,28,11,-11,0,,,,,850,80,-80,0,0,4950,150,-150,0,0.86,0.09,-0.09,0,0.91,0.09,-0.09,0,4.55,0.15,-0.15,0
CoRoT-25 b,CoRoT-25,1,1,Transit,2013,CoRoT,4.86069,0.00006,-0.00006,0,12.11,3.4,-1.12,0,85.81,12.71,-12.71,0,,,,,1330,80,-40,0,0,6040,90,-90,0,1.19,0.14,-0.03,0,1.09,0.11,-0.05,0,4.31,0.05,-0.08,0
CoRoT-26 b,CoRoT-26,1,1,Transit,2013,CoRoT,4.20474,0.00005,-0.00005,0,14.12,1.46,-0.78,0,165.26,15.89,-15.89,0,,,,,1600,80,-70,0,0,5590,100,-100,0,1.79,0.18,-0.09,0,1.09,0.06,-0.06,0,3.99,0.05,-0.08,0
CoRoT-27 b,CoRoT-27,1,1,Transit,2014,CoRoT,3.57532,0.00006,-0.00006,0,11.287,0.493,-0.493,0,3302.11,174.8,-174.8,0,,,,,1500,130,-130,0,0,5900,120,-120,0,1.08,0.18,-0.06,0,1.05,0.11,-0.11,0,4.4,0.1,-0.1,0
CoRoT-28 b,CoRoT-28,1,1,Transit,2015,CoRoT,5.20851,0.00038,-0.00038,0,10.705,0.74,-0.74,0,153.82972,27.65121,-27.65121,0,,,,,,,,,0,5150,100,-100,0,1.78,0.11,-0.11,0,1.01,0.14,-0.14,0,3.6,0.2,-0.2,0
CoRoT-29 b,CoRoT-29,1,1,Transit,2015,CoRoT,2.85057,0.000006,-0.000006,0,10.088,1.793,-1.793,0,270.1555,63.566,-63.566,0,,,,,,,,,0,5260,100,-100,0,0.9,0.12,-0.12,0,0.97,0.14,-0.14,0,4.3,0.2,-0.2,0
CoRoT-3 b,CoRoT-3,1,1,Transit,2008,CoRoT,4.2568,0.000005,-0.000005,0,11.32,0.78,-0.78,0,6883.91,317.8,-317.8,0,,,,,1695,57,-57,0,0,6740,140,-140,0,1.56,0.09,-0.09,0,1.37,0.09,-0.09,0,4.22,0.07,-0.07,0
CoRoT-30 b,CoRoT-30,1,1,Transit,2020,CoRoT,9.06005,0.00024,-0.00024,0,11.31,0.852,-0.852,0,921.707,69.9226,-69.9226,0,,,,,,,,,0,5650,100,-100,0,0.91,0.09,-0.03,0,0.98,0.03,-0.05,0,4.4,0.1,-0.1,0
CoRoT-31 b,CoRoT-31,1,1,Transit,2020,CoRoT,4.62941,0.00075,-0.00075,0,16.365,3.363,-3.363,0,266.9772,108.0622,-108.0622,0,,,,,,,,,0,5700,120,-120,0,2.15,0.56,-0.66,0,1.25,0.22,-0.21,0,3.85,0.25,-0.25,0
CoRoT-4 b,CoRoT-4,1,1,Transit,2008,CoRoT,9.20205,0.00037,-0.00037,0,13.34,0.67,-0.56,0,228.83,25.43,-25.43,0,,,,,1074,19,-19,0,0,6190,60,-60,0,1.17,0.01,-0.03,0,1.16,0.03,-0.02,0,4.41,0.05,-0.05,0
CoRoT-5 b,CoRoT-5,1,1,Transit,2009,CoRoT,4.0378962,0.0000019,-0.0000019,0,15.558,0.516,-0.527,0,148.42,14.937,-7.628,0,,,,,1438,39,-39,0,0,6100,65,-65,0,1.19,0.04,-0.04,0,1,0.02,-0.02,0,4.19,0.03,-0.03,0
CoRoT-6 b,CoRoT-6,1,1,Transit,2009,CoRoT,8.886593,0.000004,-0.000004,0,13.068,0.392,-0.392,0,940.74,108.06,-108.06,0,,,,,1017,19,-19,0,0,6090,70,-70,0,1.02,0.03,-0.03,0,1.05,0.05,-0.05,0,4.43,0.1,-0.1,0
CoRoT-7 b,CoRoT-7,1,2,Transit,2009,CoRoT,0.85359163,0.00000001,-0.00000001,0,1.681,0.112,-0.112,0,4.07661,1.01982,-1.01982,0,,,,,1756,27,-27,0,0,5275,75,-75,0,0.83,0.04,-0.04,0,0.82,0.17,-0.17,0,4.5,0.1,-0.1,0
CoRoT-7 c,CoRoT-7,1,2,Radial Velocity,2009,CoRoT,3.698,0.003,-0.003,0,2.83,,,0,8.4,0.9,-0.9,0,,,,,,,,,0,5256,91.33,-130.85,0,0.86,0.05,-0.04,0,0.9,0.12,-0.1,0,4.52,0.08,-0.08,0
CoRoT-8 b,CoRoT-8,1,1,Transit,2010,CoRoT,6.21229,0.00003,-0.00003,0,6.39,0.22,-0.22,0,69.92,9.53,-9.53,0,,,,,870,14,-14,0,0,5080,80,-80,0,0.77,0.02,-0.02,0,0.88,0.04,-0.04,0,4.58,0.08,-0.08,0
CoRoT-9 b,CoRoT-9,2,1,Transit,2009,CoRoT,95.272656,0.000068,-0.000068,0,11.949,0.841,-0.706,0,266.9772,15.8915,-15.8915,0,,,,,420,16,-16,0,0,5625,80,-80,0,0.96,0.06,-0.06,0,0.96,0.04,-0.04,0,4.54,0.09,-0.09,0
CoRoTID 223977153 b,CoRoTID 223977153,1,1,Transit,2017,CoRoT,6.71837,0.00001,-0.00001,0,6.389,0.673,-0.56,0,47.6745,31.783,-31.783,0,132.26,36.74,-29.39,0,938,65,-52,0,0,5970,100,-100,0,0.79,0.08,-0.09,0,1.08,0.08,-0.07,0,4.67,0.11,-0.08,0
DE CVn b,DE CVn,2,1,Eclipse Timing Variations,2018,Multiple Facilities,4098.1,131.5,-131.5,0,12.4,,,0,3823.2733,955.81833,-955.81833,0,,,,,,,,,0,3579,157,-157,0,0.42,0.01,-0.01,0,0.51,,,0,4.8,0,0,0
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,Astrometry,2013,Paranal Observatory,246.36,1.38,-1.35,0,11.9,,,0,9057.77,603.85,-603.85,0,,,,,,,,,0,,,,,,,,,0.07,0.01,-0.01,0,,,,
DH Tau b,DH Tau,1,1,Imaging,2004,Subaru Telescope,,,,,30.264,8.967,-8.967,0,3496,3178,-953,0,,,,,2200,,,0,0,4371,137,-137,0,0.27,0.07,-0.07,0,0.33,,,0,4,,,0
DMPP-1 b,DMPP-1,1,4,Radial Velocity,2019,La Silla Observatory,18.57,0.01,-0.01,0,5.29,,,0,24.27,1.16,-1.59,0,,,,,877,,,0,0,6196,29,-29,0,1.26,0.02,-0.02,0,1.21,0.03,-0.03,0,4.41,0.21,-0.21,0
DMPP-1 c,DMPP-1,1,4,Radial Velocity,2019,La Silla Observatory,6.584,0.003,-0.002,0,3.06,,,0,9.6,0.53,-1.58,0,,,,,1239,,,0,0,6196,29,-29,0,1.26,0.02,-0.02,0,1.21,0.03,-0.03,0,4.41,0.21,-0.21,0
DMPP-1 d,DMPP-1,1,4,Radial Velocity,2019,La Silla Observatory,2.882,0.001,-0.001,0,1.65,,,0,3.35,0.38,-0.34,0,,,,,1632,,,0,0,6196,29,-29,0,1.26,0.02,-0.02,0,1.21,0.03,-0.03,0,4.41,0.21,-0.21,0
DMPP-1 e,DMPP-1,1,4,Radial Velocity,2019,La Silla Observatory,5.516,0.002,-0.004,0,1.86,,,0,4.13,0.66,-1.14,0,,,,,1314,,,0,0,6196,29,-29,0,1.26,0.02,-0.02,0,1.21,0.03,-0.03,0,4.41,0.21,-0.21,0
DMPP-2 b,DMPP-2,1,1,Radial Velocity,2019,Multiple Facilities,5.2072,0.0002,-0.0055,0,14.3,,,0,138.89171,9.5349,-18.75197,0,,,,,1000,,,0,0,6500,100,-100,0,1.78,0.09,-0.09,0,1.44,0.03,-0.03,0,4.1,0.04,-0.04,0
DMPP-3 A b,DMPP-3 A,2,1,Radial Velocity,2019,La Silla Observatory,6.6732,0.0011,-0.0003,0,1.41,,,0,2.58,0.35,-0.58,0,,,,,854,,,0,0,5138,99,-99,0,0.91,0.02,-0.02,0,0.87,0.05,-0.05,0,4.3,0.51,-0.51,0
DP Leo b,DP Leo,2,1,Eclipse Timing Variations,2009,Yunnan Astronomical Observatory,10220,730,-730,0,12.7,,,0,1995.88832,184.33363,-184.33363,0,,,,,,,,,0,13500,500,-500,0,0.01,,,0,0.69,,,0,,,,
DS Tuc A b,DS Tuc A,2,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),8.138268,0.000011,-0.000011,0,5.7,0.17,-0.17,0,413.179,,,1,145.1,,,,850,,,0,0,5428,80,-80,0,0.96,0.03,-0.03,0,1.01,0.06,-0.06,0,4.6,0.15,-0.15,0
EPIC 201170410.02,EPIC 201170410,1,1,Transit,2020,K2,6.7987,0.0001,-0.0001,0,1.047,0.276,-0.257,0,1.15,,,0,,,,,,,,,0,3648,172,-143,0,0.28,0.07,-0.07,0,0.29,0.1,-0.08,0,5,0.07,-0.07,0
EPIC 201238110 b,EPIC 201238110,1,1,Transit,2019,K2,28.1656,0.0027,-0.0028,0,1.87,0.2,-0.45,0,4.16,,,0,,,,,,,,,0,3587,157,-157,0,0.37,0.09,-0.04,0,0.41,0.11,-0.05,0,4.78,0.01,-0.01,0
EPIC 201497682 b,EPIC 201497682,1,1,Transit,2019,K2,2.13174,0.00022,-0.00022,0,0.692,0.059,-0.048,0,0.26,,,0,,,,,,,,,0,4991,75,-100.8,0,0.55,0.02,-0.02,0,0.78,0.09,-0.17,0,4.63,,,0
EPIC 201615463 c,K2-166,1,2,Transit,2019,K2,3.80464,0.00091,-0.00105,0,1.22,0.21,-0.17,0,1.98,,,0,,,,,,,,,0,5942.5,39.75,-26.17,0,1.6,0.01,-0.02,0,1.07,0.03,-0.03,0,4.09,0.02,-0.02,0
EPIC 201754305 d,K2-16,1,3,Transit,2019,K2,2.71578,0.00031,-0.00031,0,1.03,0.085,-0.086,0,1.08,,,0,,,,,,,,,0,4761,50,-57,0,0.54,0.02,-0.01,0,0.67,0.03,-0.04,0,4.63,0.03,-0.03,0
EPIC 201757695.02,EPIC 201757695,1,1,Transit,2020,K2,2.0478,0.0001,-0.0001,0,0.908,0.059,-0.064,0,0.688,,,0,,,,,,,,,0,4520,108,-54,0,0.66,0.04,-0.04,0,0.73,0.04,-0.05,0,4.66,0.04,-0.03,0
EPIC 201833600 c,K2-50,1,2,Transit,2019,K2,3.96151,0.00046,-0.00051,0,1,0.12,-0.11,0,0.972,,,0,,,,,,,,,0,4292.67,62.19,-62.19,0,0.63,0.04,-0.04,0,0.61,0.06,-0.06,0,4.74,0.05,-0.05,0
EPIC 201841433 b,EPIC 201841433,1,1,Transit,2019,K2,4.1698,0.0001,-0.0001,0,1.04,0.037,-0.032,0,1.12,,,0,,,,,,,,,0,5053,103,-166,0,0.63,0.04,-0.02,0,0.8,0.08,-0.16,0,4.59,0.05,-2.86,0
EPIC 205950854 c,K2-168,1,2,Transit,2019,K2,8.050722,0.000075,-0.000038,0,1.31,0.144,-0.063,0,2.27,,,0,,,,,961,20,-10,0,0,5502.7,101,-50.5,0,0.83,0.09,-0.04,0,0.88,0.06,-0.03,0,4.39,0.09,-0.08,0
EPIC 206024342 b,EPIC 206024342,1,1,Transit,2019,K2,4.50756,0.00062,-0.0006,0,1.7,0.59,-0.31,0,3.53,,,0,,,,,,,,,0,5759,156.28,-95.47,0,0.82,0.1,-0.04,0,0.93,0.08,-0.1,0,4.59,0.06,-0.1,0
EPIC 206032309 b,EPIC 206032309,1,1,Transit,2019,K2,2.87814,0.00023,-0.00026,0,1.01,0.24,-0.13,0,1.01,,,0,,,,,,,,,0,3489,157,-157,0,0.37,0.01,-0.01,0,0.22,0.04,-0.06,0,4.85,0,0,0
EPIC 206042996 b,EPIC 206042996,1,1,Transit,2019,K2,5.29711,0.00074,-0.0007,0,1.62,0.17,-0.19,0,3.26,,,0,,,,,,,,,0,4055,123,-123,0,0.67,0.07,-0.04,0,0.56,0.05,-0.05,0,4.58,,,0
EPIC 206215704 b,EPIC 206215704,1,1,Transit,2019,K2,2.25372,0.00047,-0.00047,0,0.9,0.19,-0.2,0,0.666,,,0,,,,,,,,,0,3467,157,-157,0,0.37,0.08,-0.07,0,0.41,0.1,-0.08,0,4.99,0.01,-0.01,0
EPIC 206317286 b,EPIC 206317286,1,1,Transit,2019,K2,1.58252,0.00017,-0.00018,0,0.96,0.11,-0.15,0,0.84,,,0,,,,,,,,,0,4864,122,-122,0,0.67,0.04,-0.05,0,0.71,0.09,-0.03,0,4.57,,,0
EPIC 211822797 b,EPIC 211822797,1,1,Transit,2016,K2,21.1701963,0.0000662,-0.0000642,0,1.92,0.12,-0.07,0,4.35,,,0,3.5,0.5,-0.5,0,431,4,-17,0,0,4057,37,-39,0,0.58,0.01,-0.01,0,0.62,0.02,-0.02,0,4.7,0.01,-0.01,0
EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018,K2,19.49221,0.000666,-0.000653,0,5.76,0.3,-0.3,0,27,14,-12.6,0,,,,,817,15,-14,0,0,6069,90,-90,0,1.39,0.02,-0.02,0,1.17,0.04,-0.04,0,4.22,0.02,-0.02,0
EPIC 212297394 b,EPIC 212297394,1,2,Transit,2019,K2,2.289363,0.000232,-0.000251,0,1.48,0.13,-0.11,0,2.79,,,0,,,,,1149,43,-44,0,0,5171,172,-130,0,0.8,0.03,-0.03,0,0.83,0.05,-0.04,0,4.55,0.03,-0.03,0
EPIC 212297394 c,EPIC 212297394,1,2,Transit,2016,K2,5.213965,0.000442,-0.000442,0,2.27,0.19,-0.14,0,5.77,,,0,,,,,866,27,-37,0,0,5171,172,-130,0,0.8,0.03,-0.03,0,0.83,0.05,-0.04,0,4.55,0.03,-0.03,0
EPIC 212424622 b,EPIC 212424622,1,1,Transit,2019,K2,18.0983,0.006,-0.0058,0,2.17,0.67,-0.42,0,5.35,,,0,,,,,,,,,0,5782.33,11.67,-107.69,0,1.22,0,-0.05,0,1.11,0.14,-0.12,0,4.3,0.08,-0.08,0
EPIC 212499991 b,EPIC 212499991,1,1,Transit,2019,K2,34.885,0.011,-0.01,0,1.6,0.13,-0.16,0,3.19,,,0,,,,,,,,,0,4982.79,43.77,-40.79,0,0.76,0.01,-0.01,0,0.91,0.04,-0.16,0,4.61,0.1,-0.07,0
EPIC 212587672 b,EPIC 212587672,1,2,Transit,2019,K2,15.28078,0.000121,-0.000116,0,1.26,0.11,-0.09,0,2.13,,,0,,,,,756,14,-15,0,0,6004,77,-78,0,0.98,0.04,-0.03,0,0.99,0.03,-0.04,0,4.45,0.03,-0.04,0
EPIC 212587672 c,EPIC 212587672,1,2,Transit,2016,K2,23.228555,0.000068,-0.000071,0,2.32,0.19,-0.12,0,5.99,,,0,,,,,658,13,-14,0,0,6004,77,-78,0,0.98,0.04,-0.03,0,0.99,0.03,-0.04,0,4.45,0.03,-0.04,0
EPIC 212737443 b,EPIC 212737443,1,2,Transit,2019,K2,13.603,0.0013,-0.0013,0,2.586,0.126,-0.126,0,7.2,,,0,,,,,536,18,-18,0,0,4684,79,-79,0,0.67,0.02,-0.02,0,0.69,0.04,-0.04,0,4.62,0.02,-0.02,0
EPIC 212737443 c,EPIC 212737443,1,2,Transit,2019,K2,65.55,0.0089,-0.0089,0,2.69,0.146,-0.146,0,7.7,,,0,,,,,316,10,-10,0,0,4684,79,-79,0,0.67,0.02,-0.02,0,0.69,0.04,-0.04,0,4.62,0.02,-0.02,0
EPIC 220554210 c,K2-282,1,2,Transit,2019,K2,0.70531,0.00005,-0.00005,0,1.48,0.13,-0.1,0,2.79,,,0,,,,,,,,,0,5523,82,-82,0,1.01,0.04,-0.04,0,0.94,0.04,-0.04,0,4.47,0.03,-0.03,0
EPIC 220674823 b,EPIC 220674823,1,2,Transit,2016,K2,0.571331,0.00002,-0.000021,0,1.82,0.1,-0.1,0,7.72,0.8,-0.79,0,4293,483,-483,0,2119,41,-41,0,0,5617,86,-86,0,0.98,0.02,-0.02,0,0.97,0.04,-0.04,0,4.45,0.03,-0.03,0
EPIC 220674823 c,EPIC 220674823,1,2,Transit,2016,K2,13.339079,0.00194,-0.001859,0,2.73,0.18,-0.18,0,5.8,3.3,-3,0,64,7,-7,0,741,14,-14,0,0,5617,86,-86,0,0.98,0.02,-0.02,0,0.97,0.04,-0.04,0,4.45,0.03,-0.03,0
EPIC 246851721 b,EPIC 246851721,2,1,Transit,2018,K2,6.180235,0.000014,-0.000014,0,11.781,0.493,-0.493,0,953.49,349.613,-381.396,0,642,30,-29,0,1401,16,-16,0,0,6202,52,-50,0,1.59,0.03,-0.03,0,1.32,0.04,-0.04,0,4.16,0.02,-0.02,0
EPIC 248847494 b,EPIC 248847494,1,1,Transit,2018,K2,3650,1280,-1130,0,12.442,0.785,-0.785,0,4131.79,,,1,0.19,0.12,-0.07,0,183,25,-18,0,0,4898,68,-68,0,2.7,0.12,-0.12,0,0.9,0.09,-0.09,0,3.52,,,0
EPIC 249893012 b,EPIC 249893012,1,3,Transit,2020,K2,3.5951,0.0003,-0.0003,0,1.95,0.09,-0.08,0,8.75,1.09,-1.08,0,1037,482,-207,0,1616,149,-79,0,0,5430,85,-85,0,1.71,0.04,-0.04,0,1.05,0.05,-0.05,0,3.99,0.03,-0.03,0
EPIC 249893012 c,EPIC 249893012,1,3,Transit,2020,K2,15.624,0.001,-0.001,0,3.67,0.17,-0.14,0,14.67,1.84,-1.89,0,160,68,-29,0,990,92,-49,0,0,5430,85,-85,0,1.71,0.04,-0.04,0,1.05,0.05,-0.05,0,3.99,0.03,-0.03,0
EPIC 249893012 d,EPIC 249893012,1,3,Transit,2020,K2,35.747,0.005,-0.005,0,3.94,0.13,-0.12,0,10.18,2.46,-2.42,0,53,23,-10,0,752,69,-37,0,0,5430,85,-85,0,1.71,0.04,-0.04,0,1.05,0.05,-0.05,0,3.99,0.03,-0.03,0
FU Tau b,FU Tau,1,1,Imaging,2008,Spitzer Space Telescope,,,,,12.2,,,0,5085.28,,,0,,,,,2375,,,0,0,2838,,,0,,,,,0.05,,,0,,,,
G 264-012 b,G 264-012,1,2,Radial Velocity,2021,Calar Alto Observatory,2.30538,0.00031,-0.00031,0,1.39,,,0,2.5,0.29,-0.3,0,20.5,1.1,-1.1,0,587,16,-16,0,0,3326,54,-54,0,0.3,0.01,-0.01,0,0.3,0.02,-0.02,0,4.85,0.06,-0.06,0
G 264-012 c,G 264-012,1,2,Radial Velocity,2021,Calar Alto Observatory,8.0518,0.0034,-0.0034,0,1.76,,,0,3.75,0.48,-0.47,0,3.87,0.21,-0.21,0,387,11,-11,0,0,3326,54,-54,0,0.3,0.01,-0.01,0,0.3,0.02,-0.02,0,4.85,0.06,-0.06,0
G 9-40 b,G 9-40,1,1,Transit,2019,K2,5.746007,0.000006,-0.000006,0,2.025,0.096,-0.097,0,4.76,,,0,7.2,2.5,-2.2,0,456,35,-40,0,0,3348,32,-32,0,0.31,0.01,-0.01,0,0.29,0.02,-0.02,0,4.93,0.03,-0.03,0
GJ 1061 b,GJ 1061,1,3,Radial Velocity,2020,La Silla Observatory,3.204,0.001,-0.001,0,1.1,,,0,1.37,0.16,-0.15,0,3.8,0.7,-0.7,0,,,,,0,2953,98,-98,0,0.16,0.01,-0.01,0,0.12,0.01,-0.01,0,5.16,0.04,-0.04,0
GJ 1061 c,GJ 1061,1,3,Radial Velocity,2020,La Silla Observatory,6.689,0.005,-0.005,0,1.18,,,0,1.74,0.23,-0.23,0,1.4,0.2,-0.2,0,,,,,0,2953,98,-98,0,0.16,0.01,-0.01,0,0.12,0.01,-0.01,0,5.16,0.04,-0.04,0
GJ 1061 d,GJ 1061,1,3,Radial Velocity,2020,La Silla Observatory,13.031,0.025,-0.032,0,1.16,,,0,1.64,0.24,-0.23,0,0.6,0.1,-0.1,0,,,,,0,2953,98,-98,0,0.16,0.01,-0.01,0,0.12,0.01,-0.01,0,5.16,0.04,-0.04,0
GJ 1132 b,GJ 1132,1,2,Transit,2015,Cerro Tololo Inter-American Observatory,1.628931,0.000027,-0.000027,0,1.13,0.056,-0.056,0,1.66,0.23,-0.23,0,,,,,529,9,-9,0,0,3270,140,-140,0,0.21,0.01,-0.01,0,0.18,0.02,-0.02,0,4.88,0.07,-0.07,0
GJ 1132 c,GJ 1132,1,2,Radial Velocity,2018,La Silla Observatory,8.929,0.01,-0.01,0,1.43,,,0,2.64,0.44,-0.44,0,,,,,300,5,-5,0,0,3270,140,-140,0,0.21,0.01,-0.01,0,0.18,0.02,-0.02,0,5.02,0.02,-0.02,0
GJ 1148 b,GJ 1148,1,2,Radial Velocity,2010,W. M. Keck Observatory,41.38,0.002,-0.001,0,11.9,,,0,96.7,1.41,-1.02,0,,,,,,,,,0,3287,157,-157,0,0.36,0.01,-0.01,0,0.34,0.02,-0.02,0,4.87,0,0,0
GJ 1148 c,GJ 1148,1,2,Radial Velocity,2017,Calar Alto Observatory,532.58,4.14,-2.52,0,9.71,,,0,68.06,4.91,-2.19,0,,,,,,,,,0,3287,157,-157,0,0.36,0.01,-0.01,0,0.34,0.02,-0.02,0,4.87,0,0,0
GJ 1151 b,GJ 1151,1,1,Radial Velocity,2021,Multiple Observatories,2.018,0.0005,-0.0005,0,1.39,,,0,2.5,0.5,-0.5,0,,,,,,,,,0,3114,157,-157,0,0.2,0.01,-0.01,0,0.17,0.02,-0.02,0,5.06,0.03,-0.03,0
GJ 1214 b,GJ 1214,1,1,Transit,2009,MEarth Project,1.58040433,0.00000013,-0.00000013,0,2.742,0.05,-0.053,0,8.17,0.43,-0.43,0,21,2.7,-2.5,0,596,19,-19,0,0,3250,100,-100,0,0.21,0.01,-0.01,0,0.18,0.01,-0.01,0,5.03,0.04,-0.04,0
GJ 1252 b,GJ 1252,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.5182349,0.0000063,-0.000005,0,1.193,0.074,-0.074,0,2.09,0.56,-0.56,0,,,,,1089,69,-69,0,0,3458,140,-133,0,0.39,0.02,-0.02,0,0.38,0.02,-0.02,0,4.89,0.1,-0.1,0
GJ 1265 b,GJ 1265,1,1,Radial Velocity,2018,Calar Alto Observatory,3.6511,0.0012,-0.0012,0,2.63,,,0,7.4,0.5,-0.5,0,,,,,,,,,0,3236,51,-51,0,0.19,0.01,-0.01,0,0.18,0.02,-0.02,0,5.09,0.07,-0.07,0
GJ 143 b,GJ 143,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),35.61253,0.0006,-0.00062,0,2.61,0.17,-0.16,0,22.7,2.2,-1.9,0,4.12,,,,422,15,-14,0,0,4640,100,-100,0,0.69,0.03,-0.03,0,0.73,0.07,-0.07,0,4.61,0.05,-0.06,0
GJ 15 A b,GJ 15 A,2,2,Radial Velocity,2014,W. M. Keck Observatory,11.4407,0.0017,-0.0016,0,1.55,,,0,3.03,0.46,-0.44,0,,,,,550,,,0,0,3607,68,-68,0,0.38,0.05,-0.05,0,0.38,0.05,-0.05,0,4.87,0.04,-0.04,0
GJ 15 A c,GJ 15 A,2,2,Radial Velocity,2018,Roque de los Muchachos Observatory,7600,2200,-1700,0,6.67,,,0,36,25,-18,0,,,,,,,,,0,3607,68,-68,0,0.38,0.05,-0.05,0,0.38,0.05,-0.05,0,4.87,0.04,-0.04,0
GJ 160.2 b,GJ 160.2,1,1,Radial Velocity,2014,Multiple Observatories,5.2354,0.0027,-0.0065,0,3.17,,,0,10.2,7.2,-5.9,0,,,,,,,,,0,4347,,,0,0.66,0.03,-0.05,0,0.69,,,0,4.61,0.1,-0.11,0
GJ 163 b,GJ 163,1,3,Radial Velocity,2013,La Silla Observatory,8.63182,0.00155,-0.00155,0,3.25,,,0,10.6,0.6,-0.6,0,,,,,,,,,0,3500,100,-100,0,0.41,0.01,-0.01,0,0.4,0.02,-0.02,0,4.82,0,0,0
GJ 163 c,GJ 163,1,3,Radial Velocity,2013,La Silla Observatory,25.63058,0.0255,-0.0255,0,2.5,,,0,6.8,0.9,-0.9,0,,,,,,,,,0,3500,100,-100,0,0.41,0.01,-0.01,0,0.4,0.02,-0.02,0,4.82,0,0,0
GJ 163 d,GJ 163,1,3,Radial Velocity,2013,La Silla Observatory,603.95116,7.55862,-7.55862,0,5.92,,,0,29.4,2.9,-2.9,0,,,,,,,,,0,3500,100,-100,0,0.41,0.01,-0.01,0,0.4,0.02,-0.02,0,4.82,0,0,0
GJ 179 b,GJ 179,1,1,Radial Velocity,2009,W. M. Keck Observatory,2288,59,-59,0,13.9,,,0,260.61,22.25,-22.25,0,,,,,,,,,0,3370,100,-100,0,0.38,0.02,-0.02,0,0.36,0.03,-0.03,0,4.83,,,0
