pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim
Pr0201 b,Pr0201,1,1,Radial Velocity,2012,Fred Lawrence Whipple Observatory,4.4264,0.007,-0.007,0,14.2,,,0,171.6282,38.1396,-38.1396,0,,,,,,,,,0,6174,50,-50,0,1.15,0.12,-0.12,0,1.24,0.39,-0.39,0,4.41,0.1,-0.1,0
Pr0211 b,Pr0211,2,2,Radial Velocity,2012,Fred Lawrence Whipple Observatory,2.1461,0.00003,-0.00003,0,13.4,,,0,597.5204,9.5349,-9.5349,0,,,,,,,,,0,5300,30,-30,0,0.83,0.01,-0.01,0,0.94,0.01,-0.01,0,4.51,0.05,-0.05,0
Pr0211 c,Pr0211,2,2,Radial Velocity,2016,Roque de los Muchachos Observatory,4850,4560,-1750,0,12.6,,,0,2475.8957,104.8839,-104.8839,0,,,,,,,,,0,5300,30,-30,0,0.83,0.01,-0.01,0,0.94,0.01,-0.01,0,4.51,0.05,-0.05,0
Proxima Cen b,Proxima Cen,3,1,Radial Velocity,2016,European Southern Observatory,11.186,0.001,-0.002,0,1.08,,,0,1.27,0.19,-0.17,0,0.65,,,0,234,6,-14,0,0,3050,100,-100,0,0.14,0.02,-0.02,0,0.12,0.01,-0.01,0,5.16,0.04,-0.04,0
Qatar-1 b,Qatar-1,1,1,Transit,2010,Qatar,1.4200242,0.00000022,-0.00000022,0,12.812,0.291,-0.28,0,411.27202,16.52716,-15.57367,0,,,,,1418,28,-27,0,0,5013,93,-88,0,0.8,0.02,-0.02,0,0.84,0.04,-0.04,0,4.55,0.01,-0.01,0
Qatar-10 b,Qatar-10,1,1,Transit,2019,Qatar,1.645321,0.00001,-0.00001,0,17.295,0.448,-0.448,0,233.92288,28.6047,-28.6047,0,,,,,1955,25,-25,0,0,6124,46,-46,0,1.25,0.03,-0.03,0,1.16,0.07,-0.07,0,4.3,0.03,-0.03,0
Qatar-2 b,Qatar-2,1,1,Transit,2011,Qatar,1.33711647,0.00000026,-0.00000026,0,14.056,0.146,-0.146,0,792.635,17.162,-17.162,0,,,,,1344,14,-14,0,0,4645,50,-50,0,0.78,0.01,-0.01,0,0.74,0.02,-0.02,0,4.53,0.01,-0.01,0
Qatar-3 b,Qatar-3,1,1,Transit,2017,Qatar,2.5079204,,,0,12.285,1.569,-1.569,0,1369.8473,149.3801,-149.3801,0,1330,287,-287,0,1681,84,-84,0,0,6007,52,-52,0,1.27,0.14,-0.14,0,1.15,0.06,-0.06,0,4.29,0.08,-0.08,0
Qatar-4 b,Qatar-4,1,1,Transit,2017,Qatar,1.8053564,,,0,12.722,1.233,-1.233,0,1938.763,171.6282,-171.6282,0,614,88,-88,0,1385,48,-48,0,0,5215,50,-50,0,0.85,0.06,-0.06,0,0.9,0.05,-0.05,0,4.53,0.06,-0.06,0
Qatar-5 b,Qatar-5,1,1,Transit,2017,Qatar,2.8792319,,,0,12.408,0.717,-0.717,0,1373.0256,57.2094,-57.2094,0,669,60,-60,0,1415,31,-31,0,0,5747,49,-49,0,1.08,0.05,-0.05,0,1.13,0.06,-0.06,0,4.43,0.04,-0.04,0
Qatar-6 b,Qatar-6,2,1,Transit,2017,Qatar,3.506195,0.000018,-0.000018,0,11.904,0.796,-0.796,0,212.31044,20.97678,-20.97678,0,,,,,1006,18,-18,0,0,5052,66,-66,0,0.72,0.02,-0.02,0,0.82,0.02,-0.02,0,4.64,0.01,-0.01,0
Qatar-7 b,Qatar-7,1,1,Transit,2019,Qatar,2.032046,0.0000097,-0.000014,0,19.055,0.336,-0.336,0,597.5204,79.4575,-79.4575,0,,,,,2053,15,-15,0,0,6387,38,-38,0,1.56,0.02,-0.02,0,1.41,0.03,-0.03,0,4.2,0.03,-0.03,0
Qatar-8 b,Qatar-8,1,1,Transit,2019,Qatar,3.71495,0.001,-0.001,0,14.404,0.247,-0.247,0,117.91493,19.70546,-19.70546,0,,,,,1457,14,-14,0,0,5738,51,-51,0,1.31,0.02,-0.02,0,1.03,0.05,-0.05,0,4.21,0.02,-0.02,0
Qatar-9 b,Qatar-9,1,1,Transit,2019,Qatar,1.540731,0.000038,-0.000038,0,11.31,0.157,-0.157,0,378.2177,50.8528,-50.8528,0,,,,,1134,9,-9,0,0,4309,31,-31,0,0.7,0.01,-0.01,0,0.72,0.02,-0.02,0,4.61,0.01,-0.01,0
ROXs 12 b,ROXs 12,2,1,Imaging,2013,W. M. Keck Observatory,,,,,12.2,,,0,5085,1271,-1271,0,,,,,,,,,0,3850,100,-70,0,1.07,0.15,-0.14,0,0.87,0.08,-0.08,0,4.07,0.16,-0.21,0
ROXs 42 B b,ROXs 42 B,2,1,Imaging,2013,Multiple Observatories,,,,,12.5,,,0,2860,953,-953,0,,,,,1975,25,-25,0,0,3433,123,-123,0,1.34,,,0,1,,,0,,,,
RR Cae b,RR Cae,2,1,Eclipse Timing Variations,2012,Leoncito Astronomical Complex,4343.5,36.5,-36.5,0,13,,,0,1334.886,127.132,-127.132,0,,,,,,,,,0,3904,157,-157,0,0.19,0.01,-0.01,0,0.44,,,0,5.08,0.03,-0.03,0
Ross 128 b,Ross 128,1,1,Radial Velocity,2017,La Silla Observatory,9.8658,0.007,-0.007,0,1.11,,,0,1.4,0.21,-0.21,0,1.38,,,0,301,,,0,0,3192,60,-60,0,0.2,0.01,-0.01,0,0.17,0.02,-0.02,0,5.05,0.02,-0.02,0
Ross 458 c,Ross 458,2,1,Imaging,2010,Las Campanas Observatory,,,,,14.011,,,0,1906.98,,,0,,,,,,,,,0,3646,157,-157,0,0.56,0.02,-0.02,0,0.56,0.02,-0.02,0,4.68,0.01,-0.01,0
SR 12 AB c,SR 12 AB,2,1,Imaging,2010,Infrared Survey Facility,,,,,12.3,,,0,4131.62,2224.72,-2224.72,0,,,,,,,,,0,3828.93,515.89,-378.93,0,1.1,0.26,-0.25,0,,,,,,,,
SWEEPS-11 b,SWEEPS-11,1,1,Transit,2006,Hubble Space Telescope,1.796,,,0,12.666,2.354,-2.354,0,3082.82,1779.77,-1430.17,0,,,,,,,,,0,,,,,1.45,,,0,1.1,,,0,,,,
SWEEPS-4 b,SWEEPS-4,1,1,Transit,2006,Hubble Space Telescope,4.2,,,0,9.079,1.121,-1.121,0,1207.7,,,0,,,,,,,,,0,,,,,1.18,,,0,1.24,,,0,,,,
TAP 26 b,TAP 26,1,1,Radial Velocity,2017,Multiple Facilities,10.79,0.14,-0.14,0,13.5,,,0,527.5978,98.5273,-98.5273,0,,,,,,,,,0,4620,50,-50,0,1.17,0.17,-0.17,0,1.04,0.1,-0.1,0,4.5,,,0
TCP J05074264+2447555 b,TCP J05074264+2447555,1,1,Microlensing,2018,Multiple Observatories,,,,,4.72,,,0,20,2,-2,0,,,,,,,,,0,5805,122,-122,0,1.42,,,0,0.59,0.03,-0.03,0,4.15,,,0
TIC 172900988 b,TIC 172900988 Aa,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),200.452,0.011,-0.011,0,11.25,0.44,-0.44,0,942,5.6,-5.6,0,,,,,,,,,0,6050,100,-100,0,1.38,0,0,0,1.24,0,0,0,4.25,0,0,0
TIC 237913194 b,TIC 237913194,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),15.168865,0.000018,-0.000018,0,12.52,0.605,-0.527,0,617.22586,29.24036,-28.92253,0,8.09,,,,974,,,0,0,5788,80,-80,0,1.09,0.01,-0.01,0,1.03,0.06,-0.06,0,4.38,0.02,-0.02,0
TIC 257060897 b,TIC 257060897,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.660028,0.000006,-0.000006,0,16.701,0.448,-0.448,0,212.94503,9.53485,-9.53485,0,1491.64,,,,1762,21,-21,0,0,5988,140,-140,0,1.82,0.05,-0.05,0,1.32,0.04,-0.04,0,3.93,0.08,-0.08,0
TOI-1062 b,TOI-1062,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),4.11296,0.0015,-0.0015,0,2.265,0.096,-0.091,0,10.15,0.81,-0.84,0,232,11,-10,0,1077,10,-9,0,0,5328,56,-56,0,0.84,0.09,-0.09,0,0.94,0.02,-0.02,0,4.55,0.09,-0.09,0
TOI-1062 c,TOI-1062,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),7.972,0.018,-0.024,0,3.1,,,0,9.78,1.26,-1.18,0,95,5,-4,0,859,9,-8,0,0,5328,56,-56,0,0.84,0.09,-0.09,0,0.94,0.02,-0.02,0,4.55,0.09,-0.09,0
TOI-1130 b,TOI-1130,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),4.066499,0.000046,-0.000045,0,3.65,0.1,-0.1,0,12.9,,,0,48.04,,,,810,15,-15,0,0,4250,67,-67,0,0.69,0.01,-0.01,0,0.68,0.02,-0.02,0,4.6,0.02,-0.02,0
TOI-1130 c,TOI-1130,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.350381,0.000032,-0.000033,0,16.814,3.026,-2.466,0,309.56642,13.66669,-13.98452,0,19.93,,,,637,12,-12,0,0,4250,67,-67,0,0.69,0.01,-0.01,0,0.68,0.02,-0.02,0,4.6,0.02,-0.02,0
TOI-1201 b,TOI-1201,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),2.4919863,0.000003,-0.0000031,0,2.415,0.091,-0.09,0,6.28,0.84,-0.88,0,40.6,3.6,-3.2,0,703,15,-14,0,0,3476,51,-51,0,0.51,0.02,-0.02,0,0.51,0.02,-0.02,0,4.8,0.04,-0.04,0
TOI-122 b,TOI-122,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),5.07803,0.000015,-0.000015,0,2.72,0.18,-0.18,0,7.85,,,0,8.8,1,-1,0,471,,,0,0,3403,100,-100,0,0.33,0.01,-0.01,0,0.31,0.01,-0.01,0,4.88,0.05,-0.05,0
TOI-1231 b,TOI-1231,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),24.245586,0.000064,-0.000066,0,3.65,0.16,-0.15,0,15.4,3.3,-3.3,0,1930,96,-100,0,330,4,-4,0,0,3553,51,-52,0,0.48,0.01,-0.01,0,0.48,0.02,-0.02,0,4.77,0.03,-0.04,0
TOI-1235 b,TOI-1235,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),3.444717,0.00004,-0.000042,0,1.694,0.08,-0.077,0,5.9,0.62,-0.61,0,60.3,1.6,-1.5,0,775,13,-13,0,0,3997,51,-51,0,0.62,0.02,-0.02,0,0.63,0.02,-0.02,0,4.64,0.04,-0.04,0
TOI-125 b,TOI-125,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),4.65382,0.00033,-0.00031,0,2.726,0.075,-0.075,0,9.5,0.88,-0.88,0,185,9,-9,0,1037,11,-11,0,0,5320,39,-39,0,0.85,0.01,-0.01,0,0.86,0.04,-0.04,0,4.52,0.02,-0.02,0
TOI-125 c,TOI-125,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),9.15059,0.0007,-0.00082,0,2.759,0.1,-0.1,0,6.63,0.99,-0.99,0,77.59,3.31,-3.31,0,828,9,-9,0,0,5320,39,-39,0,0.85,0.01,-0.01,0,0.86,0.04,-0.04,0,4.52,0.02,-0.02,0
TOI-125 d,TOI-125,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),19.98,0.005,-0.0056,0,2.93,0.17,-0.17,0,13.6,1.2,-1.2,0,26.7,1.4,-1.4,0,638,7,-7,0,0,5320,39,-39,0,0.85,0.01,-0.01,0,0.86,0.04,-0.04,0,4.52,0.02,-0.02,0
TOI-1259 A b,TOI-1259 A,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.477978,0.0000019,-0.0000017,0,11.456,0.336,-0.303,0,140.16233,15.57359,-14.93794,0,153.14,,,,963,21,-21,0,0,4775,100,-100,0,0.71,0.02,-0.02,0,0.74,0.06,-0.06,0,4.61,0.01,-0.01,0
TOI-1260 b,TOI-1260,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.12748,0.000047,-0.000038,0,2.34,0.11,-0.09,0,8.6,1.4,-1.5,0,91,22,-12,0,860,47,-31,0,0,4227,85,-85,0,0.65,0.01,-0.01,0,0.66,0.01,-0.01,0,4.57,0.05,-0.05,0
TOI-1260 c,TOI-1260,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),7.49325,0.00015,-0.00013,0,2.82,0.15,-0.15,0,11.8,3.4,-3.2,0,28.4,6.8,-3.9,0,643,35,-23,0,0,4227,85,-85,0,0.65,0.01,-0.01,0,0.66,0.01,-0.01,0,4.57,0.05,-0.05,0
TOI-1266 b,TOI-1266,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),10.894843,0.000067,-0.000066,0,2.37,0.16,-0.12,0,13.5,11,-9,0,4.9,1,-0.8,0,413,20,-20,0,1,3600,150,-150,0,0.42,0.02,-0.02,0,0.45,0.03,-0.03,0,4.85,0.05,-0.05,0
TOI-1266 c,TOI-1266,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),18.80151,0.00067,-0.00069,0,1.56,0.15,-0.13,0,2.2,2,-1.5,0,2.3,0.5,-0.4,0,344,16,-16,0,1,3600,150,-150,0,0.42,0.02,-0.02,0,0.45,0.03,-0.03,0,4.85,0.05,-0.05,0
TOI-1278 b,TOI-1278,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),14.47567,0.00021,-0.00021,0,12.218,2.69,-2.242,0,5879.82553,158.9142,-158.9142,0,6.54,,,,408,,,,0,3799,42,-42,0,0.57,0.01,-0.01,0,0.54,0.02,-0.02,0,4.68,0.1,-0.1,0
TOI-1296 b,TOI-1296,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.9443715,0.0000058,-0.0000058,0,13.798,0.347,-0.347,0,94.71287,12.39531,-12.39531,0,1078.61,,,,1562,43,-31,0,0,5603,47,-47,0,1.66,0.04,-0.04,0,1.17,0.14,-0.14,0,4.05,0.1,-0.1,0
TOI-1298 b,TOI-1298,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),4.537164,0.000012,-0.000012,0,9.427,0.235,-0.235,0,113.14691,10.17051,-10.17051,0,731.99,,,,1388,24,-24,0,0,5889,43,-43,0,1.41,0.03,-0.03,0,1.44,0.1,-0.1,0,4.39,0.08,-0.08,0
TOI-132 b,TOI-132,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),2.1097019,0.000012,-0.000011,0,3.42,0.13,-0.14,0,22.4,1.9,-1.92,0,860,,,0,1395,52,-72,0,0,5397,46,-46,0,0.9,0.02,-0.02,0,0.97,0.06,-0.06,0,4.48,0.23,-0.23,0
TOI-1333 b,TOI-1333,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),4.720219,0.000011,-0.000011,0,15.648,0.628,-0.605,0,753.2571,76.2792,-76.2792,0,1076.67,,,,1679,35,-34,0,0,6274,97,-97,0,1.93,0.06,-0.06,0,1.46,0.08,-0.08,0,4.03,0.03,-0.03,0
TOI-1338 b,TOI-1338,2,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),95.174,0.031,-0.035,0,6.85,0.19,-0.19,0,33,20.3,-19.6,0,65.01,,,,724,,,,0,6050,80,-80,0,1.33,0.02,-0.03,0,1.13,0.07,-0.07,0,4,0.08,-0.08,0
TOI-1431 b,TOI-1431,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),2.650237,0.000003,-0.000003,0,16.701,0.56,-0.56,0,991.62463,57.20911,-57.20911,0,5300,500,-470,0,2370,70,-70,0,0,7690,400,-250,0,1.92,0.07,-0.07,0,1.9,0.1,-0.08,0,4.15,0.04,-0.04,0
TOI-1444 b,TOI-1444,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.4702694,0.0000044,-0.0000044,0,1.397,0.064,-0.064,0,3.87,0.71,-0.71,0,5028.88,,,,2148,,,,0,5430,90,-90,0,0.91,0.02,-0.02,0,0.93,0.04,-0.04,0,4.49,0.03,-0.03,0
TOI-1444 c,TOI-1444,1,2,Radial Velocity,2021,W. M. Keck Observatory,16.066,0.024,-0.024,0,3.46,,,0,11.8,2.9,-2.9,0,,,,,,,,,0,5430,90,-90,0,0.91,0.02,-0.02,0,0.93,0.04,-0.04,0,4.49,0.03,-0.03,0
TOI-1478 b,TOI-1478,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),10.180249,0.000015,-0.000015,0,11.882,0.448,-0.437,0,270.47333,16.52716,-14.93801,0,125.74,,,,918,11,-11,0,0,5597,83,-82,0,1.05,0.03,-0.03,0,0.95,0.06,-0.04,0,4.37,0.04,-0.03,0
TOI-150.01,TOI-150,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),5.857487,0.000089,-0.000097,0,14.067,0.235,-0.213,0,797.7533,38.1396,-38.1396,0,750.97,,,,1404,7,-6,0,0,6255,90,-90,0,1.53,0.01,-0.01,0,1.35,0.04,-0.03,0,4.13,0.01,-0.01,0
TOI-1518 b,TOI-1518,1,1,Transit,2021,Multiple Observatories,1.902603,0.000011,-0.000011,0,21.017,0.594,-0.594,0,731.00534,,,1,19308.8,,,,2492,38,-38,0,0,7300,100,-100,0,1.95,0.05,-0.05,0,1.79,0.26,-0.26,0,4.1,0.2,-0.2,0
TOI-157 b,TOI-157,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),2.0845435,0.0000023,-0.0000023,0,14.415,0.258,-0.224,0,375.0394,41.3179,-38.1396,0,1062,57,-51,0,1588,21,-20,0,0,5404,70,-67,0,1.17,0.02,-0.01,0,0.95,0.02,-0.02,0,4.28,0.01,-0.01,0
TOI-1601 b,TOI-1601,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),5.331751,0.000011,-0.000011,0,13.888,0.516,-0.437,0,314.6517,34.9613,-34.9613,0,1071.42,,,,1619,24,-23,0,0,5948,87,-89,0,2.19,0.07,-0.06,0,1.52,0.05,-0.05,0,3.94,0.02,-0.03,0
TOI-163 b,TOI-163,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),4.231306,0.000063,-0.000057,0,16.69,0.381,-0.381,0,387.7526,38.1396,-38.1396,0,1488.97,,,,1669,16,-14,0,0,6495,90,-90,0,1.65,0.02,-0.03,0,1.44,0.03,-0.03,0,4.19,0.01,-0.01,0
TOI-1634 b,TOI-1634,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.989343,0.000015,-0.000015,0,1.79,0.08,-0.081,0,4.91,0.68,-0.7,0,121,12,-11,0,924,22,-22,0,0,3550,69,-69,0,0.45,0.01,-0.01,0,0.5,0.01,-0.01,0,4.83,0.03,-0.03,0
TOI-1685 b,TOI-1685,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.6691403,0.0000023,-0.0000021,0,1.7,0.07,-0.07,0,3.78,0.63,-0.63,0,217,13,-13,0,1069,16,-16,0,0,3434,51,-51,0,0.49,0.01,-0.01,0,0.49,0.02,-0.02,0,4.85,0.04,-0.04,0
TOI-169 b,TOI-169,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),2.2554477,0.0000063,-0.0000063,0,12.173,0.908,-0.538,0,251.40353,20.34112,-19.0698,0,1443,73,-66,0,1715,22,-20,0,0,5880,54,-49,0,1.29,0.02,-0.02,0,1.15,0.07,-0.07,0,4.28,0.03,-0.03,0
TOI-172 b,TOI-172,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),9.47725,0.00064,-0.00079,0,10.817,0.359,-0.325,0,1722.6386,69.9226,-63.566,0,299,19,-16,0,1198,18,-17,0,0,5645,50,-50,0,1.78,0.05,-0.04,0,1.13,0.07,-0.06,0,3.99,0.03,-0.03,0
TOI-1728 b,TOI-1728,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),3.49151,0.000062,-0.000057,0,5.05,0.16,-0.17,0,26.78,5.43,-5.13,0,57.78,3.48,-3.48,0,767,8,-8,0,0,3980,31,-32,0,0.62,0.01,-0.01,0,0.65,0.02,-0.02,0,4.66,0.02,-0.02,0
TOI-1749 b,TOI-1749,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),2.38839,0.00031,-0.00066,0,1.39,0.21,-0.19,0,57,,,1,,,,,831,18,-18,0,0,3985,55,-55,0,0.55,0.03,-0.03,0,0.58,0.03,-0.03,0,4.7,0.05,-0.05,0
TOI-1749 c,TOI-1749,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),4.4929,0.0038,-0.0027,0,2.12,0.12,-0.12,0,14,,,1,36.16,,,,673,15,-15,0,0,3985,55,-55,0,0.55,0.03,-0.03,0,0.58,0.03,-0.03,0,4.7,0.05,-0.05,0
TOI-1749 d,TOI-1749,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),9.0497,0.0049,-0.0032,0,2.52,0.15,-0.15,0,15,,,1,14.21,,,,533,12,-12,0,0,3985,55,-55,0,0.55,0.03,-0.03,0,0.58,0.03,-0.03,0,4.7,0.05,-0.05,0
TOI-178 b,TOI-178,1,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1.914558,0.000018,-0.000018,0,1.152,0.073,-0.07,0,1.5,0.39,-0.44,0,,,,,1040,22,-21,0,0,4316,70,-70,0,0.65,0.01,-0.01,0,0.65,0.03,-0.03,0,4.45,0.15,-0.15,0
TOI-178 c,TOI-178,1,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.23845,0.00002,-0.000019,0,1.669,0.114,-0.099,0,4.77,0.55,-0.68,0,,,,,873,18,-18,0,0,4316,70,-70,0,0.65,0.01,-0.01,0,0.65,0.03,-0.03,0,4.45,0.15,-0.15,0
TOI-178 d,TOI-178,1,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),6.5577,0.000016,-0.000016,0,2.572,0.075,-0.078,0,3.01,0.8,-1.03,0,48.71,,,,690,14,-14,0,0,4316,70,-70,0,0.65,0.01,-0.01,0,0.65,0.03,-0.03,0,4.45,0.15,-0.15,0
TOI-178 e,TOI-178,1,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),9.961881,0.000042,-0.000042,0,2.207,0.088,-0.09,0,3.86,1.25,-0.94,0,20.54,,,,600,12,-12,0,0,4316,70,-70,0,0.65,0.01,-0.01,0,0.65,0.03,-0.03,0,4.45,0.15,-0.15,0
TOI-178 f,TOI-178,1,6,Transit,2021,Multiple Observatories,15.231915,0.000115,-0.000095,0,2.287,0.108,-0.11,0,7.72,1.67,-1.52,0,,,,,521,11,-11,0,0,4316,70,-70,0,0.65,0.01,-0.01,0,0.65,0.03,-0.03,0,4.45,0.15,-0.15,0
TOI-178 g,TOI-178,1,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),20.7095,0.00014,-0.00011,0,2.87,0.14,-0.13,0,3.94,1.31,-1.62,0,19.5,,,,470,10,-10,0,0,4316,70,-70,0,0.65,0.01,-0.01,0,0.65,0.03,-0.03,0,4.45,0.15,-0.15,0
TOI-1789 b,TOI-1789,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.208664,0.000015,-0.000015,0,16.141,2.69,-1.569,0,222.47988,50.85255,-50.85255,0,2300,130,-81,0,1927,27,-17,0,0,5991,55,-55,0,2.17,0.04,-0.03,0,1.51,0.06,-0.14,0,3.94,0.02,-0.04,0
TOI-1807 b,TOI-1807,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.549372,0.000007,-0.000007,0,1.849,0.042,-0.043,0,4.08,,,0,1592.92,,,,2100,39,-40,0,0,4757,51,-50,0,0.68,0.01,-0.01,0,0.75,0.03,-0.02,0,4.65,0.02,-0.02,0
TOI-1899 b,TOI-1899,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),29.02,0.36,-0.23,0,12.89,0.448,-0.56,0,209.7678,22.2481,-22.2481,0,2.9,0.2,-0.2,0,362,7,-7,0,0,3841,54,-45,0,0.61,0.02,-0.02,0,0.63,0.03,-0.03,0,4.67,0.03,-0.02,0
TOI-201 b,TOI-201,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),52.97818,0.00004,-0.00004,0,11.299,0.135,-0.168,0,133.4886,15.8915,-9.5349,0,7.86,,,,759,37,-26,0,0,6394,75,-75,0,1.32,0.01,-0.01,0,1.32,0.03,-0.03,0,4.32,0.01,-0.01,0
TOI-2076 b,TOI-2076,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),10.35566,0.000006,-0.000006,0,3.282,0.042,-0.043,0,10.8,,,0,48.12,,,,870,13,-13,0,0,5187,54,-53,0,0.76,0.02,-0.02,0,0.85,0.03,-0.03,0,4.61,0.02,-0.02,0
TOI-2076 c,TOI-2076,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),,,,,4.438,0.046,-0.046,0,18,,,0,,,,,734,11,-11,0,0,5187,54,-53,0,0.76,0.02,-0.02,0,0.85,0.03,-0.03,0,4.61,0.02,-0.02,0
TOI-2076 d,TOI-2076,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),,,,,4.14,0.07,-0.07,0,16,,,0,,,,,648,10,-10,0,0,5187,54,-53,0,0.76,0.02,-0.02,0,0.85,0.03,-0.03,0,4.61,0.02,-0.02,0
TOI-216.01,TOI-216,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),34.556,0.014,-0.01,0,11.29,0.58,-0.42,0,200,170,-100,0,10.1,0.85,-0.66,0,497,10,-8,0,1,5026,125,-125,0,0.84,0.04,-0.03,0,0.87,0.04,-0.03,0,4.66,0.2,-0.2,0
TOI-216.02,TOI-216,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),17.089,0.011,-0.015,0,7.69,1.62,-0.83,0,30,20,-14,0,25.9,2.2,-1.7,0,628,13,-11,0,1,5026,125,-125,0,0.84,0.04,-0.03,0,0.87,0.04,-0.03,0,4.66,0.2,-0.2,0
TOI-220 b,TOI-220,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),10.695264,0.000086,-0.000086,0,3.03,0.15,-0.15,0,13.8,1,-1,0,18.14,,,,805,21,-21,0,0,5298,65,-65,0,0.86,0.03,-0.03,0,0.82,0.03,-0.03,0,4.37,0.11,-0.11,0
TOI-2202 b,TOI-2202,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),11.9101,0.0022,-0.0036,0,11.321,5.851,-0.897,0,310.83618,20.02319,-18.68831,0,42.66,,,,652,,,,1,5144,50,-50,0,0.79,0.01,-0.01,0,0.82,0.03,-0.02,0,4.55,0.2,-0.2,0
TOI-2202 c,TOI-2202,1,2,Transit Timing Variations,2021,Multiple Observatories,24.6744,0.0258,-0.0339,0,13.4,,,0,117.27868,32.73633,-26.57045,0,,,,,,,,,0,5144,50,-50,0,0.79,0.01,-0.01,0,0.82,0.03,-0.02,0,4.55,0.2,-0.2,0
TOI-237 b,TOI-237,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),5.436098,0.000039,-0.000039,0,1.44,0.12,-0.12,0,2.67,,,0,3.7,0.5,-0.5,0,388,,,0,0,3212,100,-100,0,0.21,0.01,-0.01,0,0.18,0,0,0,5.04,0.07,-0.07,0
